order_number,customer_key,product_key,order_date,shipping_date,due_date,sales_amount,quantity,price
SO52400,13524,109,2013-02-07,2013-02-14,2013-02-19,35,1,35
SO52400,13524,199,2013-02-07,2013-02-14,2013-02-19,9,1,9
SO52429,12089,114,2013-02-08,2013-02-15,2013-02-20,30,1,30
SO45367,9562,52,2011-08-04,2011-08-11,2011-08-16,699,1,699
SO46285,1006,10,2011-11-21,2011-11-28,2011-12-03,3400,1,3400
SO46397,16015,52,2011-11-30,2011-12-07,2011-12-12,699,1,699
SO60738,3948,121,2013-06-23,2013-06-30,2013-07-05,29,1,29
SO60984,5083,109,2013-06-27,2013-07-04,2013-07-09,35,1,35
SO61073,3579,132,2013-06-28,2013-07-05,2013-07-10,769,1,769
SO61085,11183,109,2013-06-28,2013-07-05,2013-07-10,35,1,35
SO61145,7041,114,2013-06-29,2013-07-06,2013-07-11,30,1,30
SO72158,4635,109,2013-12-02,2013-12-09,2013-12-14,35,1,35
SO72203,3080,121,2013-12-03,2013-12-10,2013-12-15,29,1,29
SO72269,15548,109,2013-12-03,2013-12-10,2013-12-15,35,1,35
SO72318,4433,109,2013-12-04,2013-12-11,2013-12-16,35,1,35
SO72360,10183,114,2013-12-05,2013-12-12,2013-12-17,30,1,30
SO72374,6688,109,2013-12-05,2013-12-12,2013-12-17,35,1,35
SO72419,15648,109,2013-12-05,2013-12-12,2013-12-17,35,1,35
SO72454,821,114,2013-12-06,2013-12-13,2013-12-18,30,1,30
SO72456,12389,114,2013-12-06,2013-12-13,2013-12-18,30,1,30
SO72456,12389,109,2013-12-06,2013-12-13,2013-12-18,35,1,35
SO72463,4836,109,2013-12-06,2013-12-13,2013-12-18,35,1,35
SO72536,6639,114,2013-12-07,2013-12-14,2013-12-19,30,1,30
SO74729,13439,109,2014-01-16,2014-01-23,2014-01-28,35,1,35
SO74747,15397,121,2014-01-16,2014-01-23,2014-01-28,29,1,29
SO74839,2212,199,2014-01-19,2014-01-26,2014-01-31,9,1,9
SO74862,3097,109,2014-01-20,2014-01-27,2014-02-01,35,1,35
SO74872,17436,121,2014-01-20,2014-01-27,2014-02-01,29,1,29
SO74933,10532,114,2014-01-22,2014-01-29,2014-02-03,30,1,30
SO75015,3398,109,2014-01-25,2014-02-01,2014-02-06,35,1,35
SO75107,3030,109,2014-01-28,2014-02-04,2014-02-09,35,1,35
SO52503,6106,109,2013-02-09,2013-02-16,2013-02-21,35,1,35
SO52555,3815,121,2013-02-10,2013-02-17,2013-02-22,29,1,29
SO52600,5569,114,2013-02-11,2013-02-18,2013-02-23,30,1,30
SO52618,5167,114,2013-02-12,2013-02-19,2013-02-24,30,1,30
SO52618,5167,109,2013-02-12,2013-02-19,2013-02-24,35,1,35
SO52630,12503,114,2013-02-12,2013-02-19,2013-02-24,30,1,30
SO52734,738,109,2013-02-14,2013-02-21,2013-02-26,35,1,35
SO52736,1893,121,2013-02-14,2013-02-21,2013-02-26,29,1,29
SO52740,724,114,2013-02-14,2013-02-21,2013-02-26,30,1,30
SO52758,689,109,2013-02-14,2013-02-21,2013-02-26,35,1,35
SO58732,9699,199,2013-05-27,2013-06-03,2013-06-08,9,1,9
SO58793,12505,114,2013-05-28,2013-06-04,2013-06-09,30,1,30
SO58845,9047,109,2013-05-29,2013-06-05,2013-06-10,35,1,35
SO58873,13558,114,2013-05-29,2013-06-05,2013-06-10,30,1,30
SO58103,10024,114,2013-05-16,2013-05-23,2013-05-28,30,1,30
SO58122,11094,109,2013-05-16,2013-05-23,2013-05-28,35,1,35
SO45597,3741,52,2011-08-31,2011-09-07,2011-09-12,699,1,699
SO45891,381,10,2011-10-11,2011-10-18,2011-10-23,3400,1,3400
SO66493,6682,109,2013-09-16,2013-09-23,2013-09-28,35,1,35
SO66500,246,121,2013-09-16,2013-09-23,2013-09-28,29,1,29
SO66605,6931,114,2013-09-18,2013-09-25,2013-09-30,30,1,30
SO66605,6931,109,2013-09-18,2013-09-25,2013-09-30,35,1,35
SO66620,16691,109,2013-09-18,2013-09-25,2013-09-30,35,1,35
SO66669,17911,109,2013-09-19,2013-09-26,2013-10-01,35,1,35
SO66710,6830,114,2013-09-20,2013-09-27,2013-10-02,30,1,30
SO66729,9806,114,2013-09-20,2013-09-27,2013-10-02,30,1,30
SO54917,1833,109,2013-03-23,2013-03-30,2013-04-04,35,1,35
SO55049,1985,114,2013-03-26,2013-04-02,2013-04-07,30,1,30
SO55049,1985,109,2013-03-26,2013-04-02,2013-04-07,35,1,35
SO55050,11228,114,2013-03-26,2013-04-02,2013-04-07,30,1,30
SO55141,549,109,2013-03-28,2013-04-04,2013-04-09,35,1,35
SO55346,15689,109,2013-03-30,2013-04-06,2013-04-11,35,1,35
SO55375,14385,109,2013-03-30,2013-04-06,2013-04-11,35,1,35
SO55383,4358,109,2013-03-30,2013-04-06,2013-04-11,35,1,35
SO69039,1167,114,2013-10-24,2013-10-31,2013-11-05,30,1,30
SO69077,14986,121,2013-10-24,2013-10-31,2013-11-05,29,1,29
SO69333,11011,109,2013-10-28,2013-11-04,2013-11-09,35,1,35
SO69584,18162,109,2013-10-29,2013-11-05,2013-11-10,35,1,35
SO69588,1985,121,2013-10-29,2013-11-05,2013-11-10,29,1,29
SO69588,1985,109,2013-10-29,2013-11-05,2013-11-10,35,1,35
SO69595,713,114,2013-10-29,2013-11-05,2013-11-10,30,1,30
SO60691,14402,199,2013-06-22,2013-06-29,2013-07-04,9,1,9
SO60731,3387,132,2013-06-23,2013-06-30,2013-07-05,769,1,769
SO60849,9976,159,2013-06-25,2013-07-02,2013-07-07,1701,1,1701
SO60849,9976,120,2013-06-25,2013-07-02,2013-07-07,4,1,4
SO60855,15290,113,2013-06-25,2013-07-02,2013-07-07,5,1,5
SO60911,4980,113,2013-06-26,2013-07-03,2013-07-08,5,1,5
SO60922,518,113,2013-06-26,2013-07-03,2013-07-08,5,1,5
SO60945,12157,103,2013-06-26,2013-07-03,2013-07-08,9,1,9
SO60945,12157,183,2013-06-26,2013-07-03,2013-07-08,9,1,9
SO60998,25,113,2013-06-27,2013-07-04,2013-07-09,5,1,5
SO63552,5734,120,2013-08-04,2013-08-11,2013-08-16,4,1,4
SO63567,14104,120,2013-08-04,2013-08-11,2013-08-16,4,1,4
SO63571,12207,113,2013-08-04,2013-08-11,2013-08-16,5,1,5
SO63577,12084,113,2013-08-04,2013-08-11,2013-08-16,5,1,5
SO63618,11496,103,2013-08-04,2013-08-11,2013-08-16,9,1,9
SO63638,3092,113,2013-08-05,2013-08-12,2013-08-17,5,1,5
SO63639,15474,113,2013-08-05,2013-08-12,2013-08-17,5,1,5
SO63693,5734,120,2013-08-06,2013-08-13,2013-08-18,4,1,4
SO63701,2681,113,2013-08-06,2013-08-13,2013-08-18,5,1,5
SO63713,4271,113,2013-08-06,2013-08-13,2013-08-18,5,1,5
SO63721,6750,113,2013-08-06,2013-08-13,2013-08-18,5,1,5
SO63742,9678,120,2013-08-06,2013-08-13,2013-08-18,4,1,4
SO63744,6616,183,2013-08-06,2013-08-13,2013-08-18,9,1,9
SO63812,6661,103,2013-08-07,2013-08-14,2013-08-19,9,1,9
SO63832,3149,183,2013-08-08,2013-08-15,2013-08-20,9,1,9
SO63869,9626,149,2013-08-08,2013-08-15,2013-08-20,2443,1,2443
SO63879,1338,183,2013-08-08,2013-08-15,2013-08-20,9,1,9
SO66542,3876,196,2013-09-17,2013-09-24,2013-09-29,70,1,70
SO66584,770,113,2013-09-18,2013-09-25,2013-09-30,5,1,5
SO66607,10537,113,2013-09-18,2013-09-25,2013-09-30,5,1,5
SO58099,5601,113,2013-05-16,2013-05-23,2013-05-28,5,1,5
SO63514,4565,120,2013-08-03,2013-08-10,2013-08-15,4,1,4
SO63532,4483,185,2013-08-03,2013-08-10,2013-08-15,24,1,24
SO63546,421,103,2013-08-03,2013-08-10,2013-08-15,9,1,9
SO63578,4383,113,2013-08-04,2013-08-11,2013-08-16,5,1,5
SO63578,4383,201,2013-08-04,2013-08-11,2013-08-16,64,1,64
SO63588,306,113,2013-08-04,2013-08-11,2013-08-16,5,1,5
SO63678,9629,149,2013-08-05,2013-08-12,2013-08-17,2443,1,2443
SO63725,188,113,2013-08-06,2013-08-13,2013-08-18,5,1,5
SO63729,4368,113,2013-08-06,2013-08-13,2013-08-18,5,1,5
SO63778,10464,183,2013-08-07,2013-08-14,2013-08-19,9,1,9
SO63786,13575,183,2013-08-07,2013-08-14,2013-08-19,9,1,9
SO63788,942,113,2013-08-07,2013-08-14,2013-08-19,5,1,5
SO63791,4484,113,2013-08-07,2013-08-14,2013-08-19,5,1,5
SO63796,13005,103,2013-08-07,2013-08-14,2013-08-19,9,1,9
SO44902,2830,16,2011-06-13,2011-06-20,2011-06-25,3578,1,3578
SO44914,7492,13,2011-06-14,2011-06-21,2011-06-26,3578,1,3578
SO44966,7459,16,2011-06-20,2011-06-27,2011-07-02,3578,1,3578
SO44985,7693,13,2011-06-23,2011-06-30,2011-07-05,3578,1,3578
SO45116,18205,13,2011-07-08,2011-07-15,2011-07-20,3578,1,3578
SO45142,11902,13,2011-07-12,2011-07-19,2011-07-24,3578,1,3578
SO45203,7908,16,2011-07-21,2011-07-28,2011-08-02,3578,1,3578
SO45209,18202,16,2011-07-22,2011-07-29,2011-08-03,3578,1,3578
SO45211,7725,13,2011-07-22,2011-07-29,2011-08-03,3578,1,3578
SO45221,11904,16,2011-07-24,2011-07-31,2011-08-05,3578,1,3578
SO45231,7909,16,2011-07-26,2011-08-02,2011-08-07,3578,1,3578
SO45241,18204,13,2011-07-28,2011-08-04,2011-08-09,3578,1,3578
SO45256,3665,54,2011-07-30,2011-08-06,2011-08-11,699,1,699
SO45407,18286,16,2011-08-10,2011-08-17,2011-08-22,3578,1,3578
SO45424,17166,13,2011-08-12,2011-08-19,2011-08-24,3578,1,3578
SO45442,18336,16,2011-08-15,2011-08-22,2011-08-27,3578,1,3578
SO45466,8612,13,2011-08-21,2011-08-28,2011-09-02,3578,1,3578
SO45514,17052,16,2011-08-28,2011-09-04,2011-09-09,3578,1,3578
SO45584,14829,54,2011-08-29,2011-09-05,2011-09-10,699,1,699
SO45613,523,16,2011-09-03,2011-09-10,2011-09-15,3578,1,3578
SO45732,538,13,2011-09-21,2011-09-28,2011-10-03,3578,1,3578
SO45735,8793,16,2011-09-21,2011-09-28,2011-10-03,3578,1,3578
SO45763,8960,16,2011-09-25,2011-10-02,2011-10-07,3578,1,3578
SO45902,4615,16,2011-10-13,2011-10-20,2011-10-25,3578,1,3578
SO45926,12487,13,2011-10-16,2011-10-23,2011-10-28,3578,1,3578
SO45959,873,13,2011-10-21,2011-10-28,2011-11-02,3578,1,3578
SO51936,288,120,2013-01-29,2013-02-05,2013-02-10,4,1,4
SO51953,14311,120,2013-01-29,2013-02-05,2013-02-10,4,1,4
SO51997,7175,113,2013-01-30,2013-02-06,2013-02-11,5,1,5
SO52027,16982,117,2013-01-31,2013-02-07,2013-02-12,5,1,5
SO52138,16332,120,2013-02-02,2013-02-09,2013-02-14,4,1,4
SO52156,5704,103,2013-02-03,2013-02-10,2013-02-15,9,1,9
SO52160,423,113,2013-02-03,2013-02-10,2013-02-15,5,1,5
SO52178,5871,185,2013-02-03,2013-02-10,2013-02-15,24,1,24
SO52191,12071,113,2013-02-03,2013-02-10,2013-02-15,5,1,5
SO52209,18389,120,2013-02-03,2013-02-10,2013-02-15,4,1,4
SO52212,7276,149,2013-02-04,2013-02-11,2013-02-16,2443,1,2443
SO52246,2509,183,2013-02-04,2013-02-11,2013-02-16,9,1,9
SO52280,7289,120,2013-02-05,2013-02-12,2013-02-17,4,1,4
SO52338,2945,117,2013-02-06,2013-02-13,2013-02-18,5,1,5
SO52162,381,104,2013-02-03,2013-02-10,2013-02-15,120,1,120
SO52243,11545,104,2013-02-04,2013-02-11,2013-02-16,120,1,120
SO57902,13918,198,2013-05-13,2013-05-20,2013-05-25,9,1,9
SO57959,3523,119,2013-05-14,2013-05-21,2013-05-26,25,1,25
SO57959,3523,198,2013-05-14,2013-05-21,2013-05-26,9,1,9
SO57987,8935,119,2013-05-14,2013-05-21,2013-05-26,25,1,25
SO58037,17861,119,2013-05-15,2013-05-22,2013-05-27,25,1,25
SO58057,5376,144,2013-05-15,2013-05-22,2013-05-27,2443,1,2443
SO58105,7032,119,2013-05-16,2013-05-23,2013-05-28,25,1,25
SO45115,14985,4,2011-07-08,2011-07-15,2011-07-20,3375,1,3375
SO45654,17479,4,2011-09-10,2011-09-17,2011-09-22,3375,1,3375
SO45970,964,4,2011-10-22,2011-10-29,2011-11-03,3375,1,3375
SO46012,8454,55,2011-10-28,2011-11-04,2011-11-09,699,1,699
SO66479,1885,142,2013-09-16,2013-09-23,2013-09-28,2320,1,2320
SO66558,10157,119,2013-09-17,2013-09-24,2013-09-29,25,1,25
SO66569,3321,119,2013-09-18,2013-09-25,2013-09-30,25,1,25
SO66569,3321,104,2013-09-18,2013-09-25,2013-09-30,120,1,120
SO66624,3119,181,2013-09-18,2013-09-25,2013-09-30,2384,1,2384
SO66694,13214,198,2013-09-19,2013-09-26,2013-10-01,9,1,9
SO66744,15188,119,2013-09-20,2013-09-27,2013-10-02,25,1,25
SO54944,18128,119,2013-03-24,2013-03-31,2013-04-05,25,1,25
SO55141,549,142,2013-03-28,2013-04-04,2013-04-09,2320,1,2320
SO55225,5744,144,2013-03-29,2013-04-05,2013-04-10,2443,1,2443
SO55383,4358,181,2013-03-30,2013-04-06,2013-04-11,2384,1,2384
SO69078,14988,179,2013-10-24,2013-10-31,2013-11-05,1215,1,1215
SO69383,10476,119,2013-10-28,2013-11-04,2013-11-09,25,1,25
SO60695,6465,119,2013-06-22,2013-06-29,2013-07-04,25,1,25
SO60833,3220,179,2013-06-24,2013-07-01,2013-07-06,1215,1,1215
SO60850,1651,144,2013-06-25,2013-07-02,2013-07-07,2443,1,2443
SO60902,4173,119,2013-06-26,2013-07-03,2013-07-08,25,1,25
SO72143,1835,142,2013-12-02,2013-12-09,2013-12-14,2320,1,2320
SO52571,8403,104,2013-02-10,2013-02-17,2013-02-22,120,1,120
SO52577,347,142,2013-02-11,2013-02-18,2013-02-23,2320,1,2320
SO52577,347,198,2013-02-11,2013-02-18,2013-02-23,9,1,9
SO58234,9406,104,2013-05-18,2013-05-25,2013-05-30,120,1,120
SO58317,8467,119,2013-05-20,2013-05-27,2013-06-01,25,1,25
SO58488,632,119,2013-05-23,2013-05-30,2013-06-04,25,1,25
SO46410,549,4,2011-12-02,2011-12-09,2011-12-14,3375,1,3375
SO46687,4458,144,2011-12-31,2012-01-07,2012-01-12,2182,1,2182
SO47085,5312,144,2012-01-31,2012-02-07,2012-02-12,2182,1,2182
SO47174,1585,142,2012-02-10,2012-02-17,2012-02-22,2071,1,2071
SO66932,10558,144,2013-09-23,2013-09-30,2013-10-05,2443,1,2443
SO66986,197,104,2013-09-24,2013-10-01,2013-10-06,120,1,120
SO51554,267,142,2013-01-20,2013-01-27,2013-02-01,2320,1,2320
SO51615,13421,198,2013-01-23,2013-01-30,2013-02-04,9,1,9
SO51966,2541,142,2013-01-30,2013-02-06,2013-02-11,2320,1,2320
SO44021,33,4,2011-02-18,2011-02-25,2011-03-02,3375,1,3375
SO44474,3602,55,2011-04-29,2011-05-06,2011-05-11,699,1,699
SO44598,18401,4,2011-05-06,2011-05-13,2011-05-18,3375,1,3375
SO44853,8875,4,2011-06-07,2011-06-14,2011-06-19,3375,1,3375
SO60370,2105,142,2013-06-17,2013-06-24,2013-06-29,2320,1,2320
SO60454,594,142,2013-06-19,2013-06-26,2013-07-01,2320,1,2320
SO60522,1414,104,2013-06-20,2013-06-27,2013-07-02,120,1,120
SO60541,9802,119,2013-06-20,2013-06-27,2013-07-02,25,1,25
SO60562,3193,142,2013-06-21,2013-06-28,2013-07-03,2320,1,2320
SO63351,14889,179,2013-07-31,2013-08-07,2013-08-12,1215,1,1215
SO63416,6610,119,2013-08-01,2013-08-08,2013-08-13,25,1,25
SO63439,6285,198,2013-08-02,2013-08-09,2013-08-14,9,1,9
SO71544,2105,198,2013-11-25,2013-12-02,2013-12-07,9,1,9
SO71697,6317,119,2013-11-28,2013-12-05,2013-12-10,25,1,25
SO71719,10320,198,2013-11-28,2013-12-05,2013-12-10,9,1,9
SO71745,6142,142,2013-11-28,2013-12-05,2013-12-10,2320,1,2320
SO66115,4820,198,2013-09-10,2013-09-17,2013-09-22,9,1,9
SO66132,4522,142,2013-09-10,2013-09-17,2013-09-22,2320,1,2320
SO66147,10154,119,2013-09-10,2013-09-17,2013-09-22,25,1,25
SO68739,3518,119,2013-10-20,2013-10-27,2013-11-01,25,1,25
SO68740,4238,119,2013-10-20,2013-10-27,2013-11-01,25,1,25
SO68798,10486,119,2013-10-20,2013-10-27,2013-11-01,25,1,25
SO69036,17681,119,2013-10-24,2013-10-31,2013-11-05,25,1,25
SO69062,1914,142,2013-10-24,2013-10-31,2013-11-05,2320,1,2320
SO69102,6953,198,2013-10-25,2013-11-01,2013-11-06,9,1,9
SO58008,8614,144,2013-05-14,2013-05-21,2013-05-26,2443,1,2443
SO54716,13905,119,2013-03-20,2013-03-27,2013-04-01,25,1,25
SO74440,1912,198,2014-01-06,2014-01-13,2014-01-18,9,1,9
SO74480,92,119,2014-01-08,2014-01-15,2014-01-20,25,1,25
SO74521,7078,198,2014-01-09,2014-01-16,2014-01-21,9,1,9
SO74779,871,104,2014-01-17,2014-01-24,2014-01-29,120,1,120
SO60839,17774,104,2013-06-25,2013-07-02,2013-07-07,120,1,120
SO60875,4202,142,2013-06-25,2013-07-02,2013-07-07,2320,1,2320
SO60894,3300,176,2013-06-25,2013-07-02,2013-07-07,742,1,742
SO60928,2948,142,2013-06-26,2013-07-03,2013-07-08,2320,1,2320
SO58068,14187,181,2013-05-15,2013-05-22,2013-05-27,2384,1,2384
SO58127,12987,119,2013-05-16,2013-05-23,2013-05-28,25,1,25
SO46438,1175,15,2011-12-06,2011-12-13,2011-12-18,3578,1,3578
SO61090,5956,186,2013-06-28,2013-07-05,2013-07-10,24,1,24
SO61100,13887,122,2013-06-29,2013-07-06,2013-07-11,21,1,21
SO61111,6842,110,2013-06-29,2013-07-06,2013-07-11,35,1,35
SO61143,2689,112,2013-06-29,2013-07-06,2013-07-11,2,1,2
SO61172,17447,175,2013-06-29,2013-07-06,2013-07-11,2384,1,2384
SO61280,892,110,2013-06-30,2013-07-07,2013-07-12,35,1,35
SO61292,11013,101,2013-06-30,2013-07-07,2013-07-12,10,1,10
SO61365,9684,110,2013-07-01,2013-07-08,2013-07-13,35,1,35
SO61394,5949,101,2013-07-02,2013-07-09,2013-07-14,10,1,10
SO66557,15684,122,2013-09-17,2013-09-24,2013-09-29,21,1,21
SO66557,15684,112,2013-09-17,2013-09-24,2013-09-29,2,1,2
SO66582,842,122,2013-09-18,2013-09-25,2013-09-30,21,1,21
SO66582,842,112,2013-09-18,2013-09-25,2013-09-30,2,1,2
SO66586,712,115,2013-09-18,2013-09-25,2013-09-30,33,1,33
SO66586,712,202,2013-09-18,2013-09-25,2013-09-30,64,1,64
SO66606,10029,112,2013-09-18,2013-09-25,2013-09-30,2,1,2
SO66610,4611,110,2013-09-18,2013-09-25,2013-09-30,35,1,35
SO66635,11642,110,2013-09-18,2013-09-25,2013-09-30,35,1,35
SO66675,13839,122,2013-09-19,2013-09-26,2013-10-01,21,1,21
SO66675,13839,112,2013-09-19,2013-09-26,2013-10-01,2,1,2
SO66681,235,112,2013-09-19,2013-09-26,2013-10-01,2,1,2
SO66711,233,112,2013-09-20,2013-09-27,2013-10-02,2,1,2
SO66746,1344,141,2013-09-20,2013-09-27,2013-10-02,2295,1,2295
SO66766,6219,137,2013-09-21,2013-09-28,2013-10-03,2295,1,2295
SO66766,6219,101,2013-09-21,2013-09-28,2013-10-03,10,1,10
SO66812,3745,112,2013-09-21,2013-09-28,2013-10-03,2,1,2
SO66833,17349,202,2013-09-22,2013-09-29,2013-10-04,64,1,64
SO66865,8816,112,2013-09-22,2013-09-29,2013-10-04,2,1,2
SO66942,1396,110,2013-09-24,2013-10-01,2013-10-06,35,1,35
SO75067,16393,122,2014-01-27,2014-02-03,2014-02-08,21,1,21
SO75067,16393,112,2014-01-27,2014-02-03,2014-02-08,2,1,2
SO75076,12274,101,2014-01-27,2014-02-03,2014-02-08,10,1,10
SO75106,3475,112,2014-01-28,2014-02-04,2014-02-09,2,1,2
SO75114,13705,122,2014-01-28,2014-02-04,2014-02-09,21,1,21
SO75121,4252,110,2014-01-28,2014-02-04,2014-02-09,35,1,35
SO46226,2264,15,2011-11-13,2011-11-20,2011-11-25,3578,1,3578
SO46289,1076,15,2011-11-22,2011-11-29,2011-12-04,3578,1,3578
SO46408,1012,3,2011-12-01,2011-12-08,2011-12-13,3375,1,3375
SO46498,1882,15,2011-12-16,2011-12-23,2011-12-28,3578,1,3578
SO46517,9625,15,2011-12-17,2011-12-24,2011-12-29,3578,1,3578
SO46863,576,141,2012-01-20,2012-01-27,2012-02-01,2049,1,2049
SO46915,15277,141,2012-01-27,2012-02-03,2012-02-08,2049,1,2049
SO46920,610,141,2012-01-28,2012-02-04,2012-02-09,2049,1,2049
SO47216,15300,137,2012-02-15,2012-02-22,2012-02-27,2049,1,2049
SO47269,17513,141,2012-02-21,2012-02-28,2012-03-04,2049,1,2049
SO52428,7605,112,2013-02-08,2013-02-15,2013-02-20,2,1,2
SO52462,8532,110,2013-02-08,2013-02-15,2013-02-20,35,1,35
SO52462,8532,184,2013-02-08,2013-02-15,2013-02-20,24,1,24
SO52491,2096,110,2013-02-09,2013-02-16,2013-02-21,35,1,35
SO52512,17,141,2013-02-09,2013-02-16,2013-02-21,2295,1,2295
SO52512,17,112,2013-02-09,2013-02-16,2013-02-21,2,1,2
SO52517,17674,184,2013-02-09,2013-02-16,2013-02-21,24,1,24
SO52528,9461,122,2013-02-10,2013-02-17,2013-02-22,21,1,21
SO52532,1371,112,2013-02-10,2013-02-17,2013-02-22,2,1,2
SO52539,11056,101,2013-02-10,2013-02-17,2013-02-22,10,1,10
SO52545,3902,112,2013-02-10,2013-02-17,2013-02-22,2,1,2
SO52614,10034,154,2013-02-11,2013-02-18,2013-02-23,540,1,540
SO52615,433,101,2013-02-12,2013-02-19,2013-02-24,10,1,10
SO52762,535,186,2013-02-14,2013-02-21,2013-02-26,24,1,24
SO52791,712,112,2013-02-15,2013-02-22,2013-02-27,2,1,2
SO52881,14616,110,2013-02-16,2013-02-23,2013-02-28,35,1,35
SO52893,508,184,2013-02-17,2013-02-24,2013-03-01,24,1,24
SO52901,2207,101,2013-02-17,2013-02-24,2013-03-01,10,1,10
SO52909,14789,122,2013-02-17,2013-02-24,2013-03-01,21,1,21
SO72457,3568,101,2013-12-06,2013-12-13,2013-12-18,10,1,10
SO72472,14316,112,2013-12-06,2013-12-13,2013-12-18,2,1,2
SO72550,7421,141,2013-12-07,2013-12-14,2013-12-19,2295,1,2295
SO72551,9709,137,2013-12-07,2013-12-14,2013-12-19,2295,1,2295
SO72561,5608,137,2013-12-07,2013-12-14,2013-12-19,2295,1,2295
SO72561,5608,112,2013-12-07,2013-12-14,2013-12-19,2,1,2
SO72634,8157,112,2013-12-08,2013-12-15,2013-12-20,2,1,2
SO72649,2573,141,2013-12-09,2013-12-16,2013-12-21,2295,1,2295
SO72664,508,122,2013-12-09,2013-12-16,2013-12-21,21,1,21
SO72664,508,112,2013-12-09,2013-12-16,2013-12-21,2,1,2
SO72822,7428,101,2013-12-11,2013-12-18,2013-12-23,10,1,10
SO74466,4857,101,2014-01-07,2014-01-14,2014-01-19,10,1,10
SO74474,4608,110,2014-01-08,2014-01-15,2014-01-20,35,1,35
SO74474,4608,186,2014-01-08,2014-01-15,2014-01-20,24,1,24
SO74482,14283,115,2014-01-08,2014-01-15,2014-01-20,33,1,33
SO74557,95,101,2014-01-11,2014-01-18,2014-01-23,10,1,10
SO74608,4691,115,2014-01-12,2014-01-19,2014-01-24,33,1,33
SO74635,9789,101,2014-01-13,2014-01-20,2014-01-25,10,1,10
SO52356,9982,201,2013-02-06,2013-02-13,2013-02-18,64,1,64
SO52364,8444,183,2013-02-06,2013-02-13,2013-02-18,9,1,9
SO52387,4199,113,2013-02-07,2013-02-14,2013-02-19,5,1,5
SO74593,20,185,2014-01-12,2014-01-19,2014-01-24,24,1,24
SO74597,288,113,2014-01-12,2014-01-19,2014-01-24,5,1,5
SO74668,824,183,2014-01-14,2014-01-21,2014-01-26,9,1,9
SO74676,3180,120,2014-01-14,2014-01-21,2014-01-26,4,1,4
SO74690,4232,120,2014-01-15,2014-01-22,2014-01-27,4,1,4
SO74772,10067,113,2014-01-17,2014-01-24,2014-01-29,5,1,5
SO74797,13824,120,2014-01-18,2014-01-25,2014-01-30,4,1,4
SO74797,13824,183,2014-01-18,2014-01-25,2014-01-30,9,1,9
SO74816,15614,117,2014-01-19,2014-01-26,2014-01-31,5,1,5
SO74822,521,196,2014-01-19,2014-01-26,2014-01-31,70,1,70
SO74827,4384,113,2014-01-19,2014-01-26,2014-01-31,5,1,5
SO74843,138,120,2014-01-20,2014-01-27,2014-02-01,4,1,4
SO74882,17988,120,2014-01-21,2014-01-28,2014-02-02,4,1,4
SO74897,7506,183,2014-01-21,2014-01-28,2014-02-02,9,1,9
SO74946,16481,117,2014-01-23,2014-01-30,2014-02-04,5,1,5
SO74949,824,113,2014-01-23,2014-01-30,2014-02-04,5,1,5
SO74973,15447,196,2014-01-24,2014-01-31,2014-02-05,70,1,70
SO74320,16378,183,2014-01-03,2014-01-10,2014-01-15,9,1,9
SO74378,17864,120,2014-01-05,2014-01-12,2014-01-17,4,1,4
SO74390,9492,183,2014-01-05,2014-01-12,2014-01-17,9,1,9
SO74410,986,113,2014-01-05,2014-01-12,2014-01-17,5,1,5
SO74509,3283,120,2014-01-09,2014-01-16,2014-01-21,4,1,4
SO74510,18216,120,2014-01-09,2014-01-16,2014-01-21,4,1,4
SO74538,66,120,2014-01-10,2014-01-17,2014-01-22,4,1,4
SO74556,15660,196,2014-01-11,2014-01-18,2014-01-23,70,1,70
SO74570,12291,113,2014-01-11,2014-01-18,2014-01-23,5,1,5
SO74596,177,117,2014-01-12,2014-01-19,2014-01-24,5,1,5
SO74599,14072,120,2014-01-12,2014-01-19,2014-01-24,4,1,4
SO74605,4294,113,2014-01-12,2014-01-19,2014-01-24,5,1,5
SO74612,15837,120,2014-01-12,2014-01-19,2014-01-24,4,1,4
SO74615,68,113,2014-01-12,2014-01-19,2014-01-24,5,1,5
SO74625,143,120,2014-01-13,2014-01-20,2014-01-25,4,1,4
SO74654,14908,120,2014-01-14,2014-01-21,2014-01-26,4,1,4
SO74699,177,120,2014-01-15,2014-01-22,2014-01-27,4,1,4
SO74701,2290,183,2014-01-15,2014-01-22,2014-01-27,9,1,9
SO66014,18457,103,2013-09-08,2013-09-15,2013-09-20,9,1,9
SO66014,18457,183,2013-09-08,2013-09-15,2013-09-20,9,1,9
SO66023,2622,113,2013-09-09,2013-09-16,2013-09-21,5,1,5
SO66028,759,120,2013-09-09,2013-09-16,2013-09-21,4,1,4
SO66032,202,120,2013-09-09,2013-09-16,2013-09-21,4,1,4
SO66037,3342,120,2013-09-09,2013-09-16,2013-09-21,4,1,4
SO66063,1038,113,2013-09-09,2013-09-16,2013-09-21,5,1,5
SO66082,13611,113,2013-09-10,2013-09-17,2013-09-22,5,1,5
SO66087,17330,120,2013-09-10,2013-09-17,2013-09-22,4,1,4
SO66112,3601,113,2013-09-10,2013-09-17,2013-09-22,5,1,5
SO66141,11766,103,2013-09-10,2013-09-17,2013-09-22,9,1,9
SO66178,10671,120,2013-09-11,2013-09-18,2013-09-23,4,1,4
SO66210,5691,120,2013-09-12,2013-09-19,2013-09-24,4,1,4
